"Label","site_id","Ecosystem","GAP_No","WeatherFolder","X_WGS84","Y_WGS84","ELEV_m","ASPECT","SLOPE","Include_YN"
"MS1_sbs_0483_5455",483,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-113.649694957,44.1563034611,2741,111,15,0
"MS1_sbs_0484_5454",484,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-105.695164418,44.9748072233,1185,38,7,0
"MS1_sbs_0485_5454",485,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-119.324826573,43.2574104586,1309,61,2,0
"MS1_sbs_0486_5455",486,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-115.180475431,43.9364932591,2386,180,32,0
"MS1_sbs_0487_5454",487,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0487_5454_data_43.4375_-118.1875",-118.18617785,43.4516364065,1090,98,12,1
"MS1_sbs_0488_5454",488,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-108.384090211,44.7417793752,1359,89,8,0
"MS1_sbs_0489_5454",489,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0489_5454_data_43.4375_-118.4375",-118.483699849,43.3977188659,1332,314,17,1
"MS1_sbs_0490_5454",490,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-119.885290121,43.1331467202,1537,311,2,0
"MS1_sbs_0491_5454",491,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0491_5454_data_44.6875_-109.1875",-109.217554139,44.6468639287,1928,25,5,1
"MS1_sbs_0492_5454",492,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0492_5454_data_44.3125_-112.1875",-112.210794032,44.2979574763,1684,192,2,1
"MS1_sbs_0493_5454",493,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0493_5454_data_44.9375_-106.3125",-106.302840414,44.8870724101,1299,207,14,1
"MS1_sbs_0494_5454",494,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0494_5454_data_43.4375_-117.6875",-117.728375418,43.4923420422,1264,297,12,1
"MS1_sbs_0495_5454",495,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-108.848992502,44.6601720343,1413,136,9,0
"MS1_sbs_0496_5455",496,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0496_5455_data_44.4375_-111.4375",-111.407634727,44.3868088527,1894,134,1,1
"MS1_sbs_0497_5454",497,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-108.519786872,44.685328352,1284,202,5,0
"MS1_sbs_0498_5454",498,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-104.31628185,45.007711693,1085,36,2,0
"MS1_sbs_0499_5257",499,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0499_5257_data_42.9375_-120.8125",-120.751922461,42.9275365935,1266,-1,0,1
"MS1_sbs_0500_5455",500,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0500_5455_data_44.0625_-113.4375",-113.384160378,44.1241064608,2005,316,14,1
"MS1_sbs_0501_5454",501,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-119.636076448,43.1326899674,1520,170,1,0
"MS1_sbs_0502_5454",502,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-108.307592887,44.6899158371,1401,131,8,0
"MS1_sbs_0503_5455",503,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-112.745749126,44.1897576835,1993,164,21,0
"MS1_sbs_0504_5454",504,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0504_5454_data_44.9375_-105.9375",-105.92516725,44.8758201962,1126,275,4,1
"MS1_sbs_0505_5455",505,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0505_5455_data_44.0625_-114.1875",-114.138642841,44.0038722643,2438,222,8,1
"MS1_sbs_0506_5257",506,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0506_5257_data_43.1875_-119.3125",-119.304623463,43.1735605756,1402,43,1,1
"MS1_sbs_0507_5454",507,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-109.205999614,44.576482377,1822,9,11,0
"MS1_sbs_0508_5257",508,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0508_5257_data_43.3125_-118.4375",-118.444236363,43.3034298669,1367,176,1,1
"MS1_sbs_0509_5454",509,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0509_5454_data_44.5625_-109.3125",-109.364143369,44.5277377603,1960,242,10,1
"MS1_sbs_0510_5257",510,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-111.976292732,44.2367543354,1827,253,1,0
"MS1_sbs_0511_5454",511,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-112.61311303,44.1573806626,1668,155,1,0
"MS1_sbs_0512_5454",512,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-108.566383351,44.6032135605,1366,127,2,0
"MS1_sbs_0513_5454",513,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-112.289059812,44.1820544442,1562,197,0,0
"MS1_sbs_0514_5454",514,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-117.462304935,43.423091713,1130,75,2,0
"MS1_sbs_0515_5455",515,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0515_5455_data_43.9375_-114.0625",-114.029952099,43.9435447058,2473,85,15,1
"MS1_sbs_0516_5454",516,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-108.00537644,44.6249237449,1340,100,2,0
"MS1_sbs_0517_5454",517,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-105.515895924,44.8229733705,1229,165,16,0
"MS1_sbs_0518_5454",518,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-117.98381949,43.3241310358,1326,180,5,0
"MS1_sbs_0519_5454",519,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-119.672948162,43.0241892064,1625,117,2,0
"MS1_sbs_0520_5455",520,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-113.706356148,43.9761891224,1918,258,3,0
"MS1_sbs_0521_5454",521,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-108.75696076,44.544280153,1670,170,3,0
"MS1_sbs_0522_5455",522,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-113.406504167,44.0095060055,2381,100,11,0
"MS1_sbs_0523_5454",523,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0523_5454_data_44.6875_-106.4375",-106.38292682,44.7445104646,1266,251,11,1
"MS1_sbs_0524_5454",524,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0524_5454_data_44.1875_-111.9375",-111.985857289,44.1853652469,1720,311,1,1
"MS1_sbs_0525_5454",525,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-112.291582061,44.1451457474,1526,168,1,0
"MS1_sbs_0526_5454",526,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-112.050713267,44.1739255251,1697,171,2,0
"MS1_sbs_0527_5257",527,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0527_5257_data_43.5625_-116.1875",-116.150921601,43.6059678827,962,286,8,1
"MS1_sbs_0528_5454",528,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0528_5454_data_43.3125_-117.6875",-117.669669198,43.344379986,1487,73,2,1
"MS1_sbs_0529_5455",529,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-113.845814496,43.9057925176,2591,100,11,0
"MS1_sbs_0530_5454",530,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0530_5454_data_44.6875_-106.3125",-106.35687929,44.6993766694,1211,186,5,1
"MS1_sbs_0531_5455",531,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0531_5455_data_43.9375_-113.5625",-113.560050036,43.9378571767,1987,271,6,1
"MS1_sbs_0532_5454",532,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0532_5454_data_43.3125_-117.8125",-117.759892898,43.3021782456,1366,328,3,1
"MS1_sbs_0533_5455",533,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-114.103007424,43.8586823497,2549,112,22,0
"MS1_sbs_0534_5454",534,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0534_5454_data_43.1875_-118.3125",-118.321046003,43.199109614,1277,306,13,1
"MS1_sbs_0535_5454",535,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-116.892062207,43.4378383523,1134,322,2,0
"MS1_sbs_0536_5454",536,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0536_5454_data_44.4375_-108.9375",-108.935332513,44.4590623886,1589,-1,0,1
"MS1_sbs_0537_5454",537,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0537_5454_data_44.4375_-109.0625",-109.019921887,44.4467033388,1611,93,1,1
"MS1_sbs_0538_5454",538,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-119.284465844,43.014418885,1534,28,0,0
"MS1_sbs_0539_5454",539,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-108.469792954,44.4862653959,1381,337,8,0
"MS1_sbs_0540_5454",540,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0540_5454_data_44.5625_-107.6875",-107.682855532,44.5575692489,1845,231,20,1
"MS1_sbs_0541_5455",541,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-113.87470577,43.8550329784,2315,242,2,0
"MS1_sbs_0542_5454",542,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0542_5454_data_44.6875_-105.3125",-105.353595199,44.7269420974,1115,11,6,1
"MS1_sbs_0543_5454",543,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-112.831450556,43.9852963539,1621,127,1,0
"MS1_sbs_0544_5454",544,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0544_5454_data_43.9375_-112.8125",-112.854992937,43.9727085975,1682,105,3,1
"MS1_sbs_0545_5454",545,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0545_5454_data_43.3125_-116.9375",-116.984255762,43.3686775793,1329,239,10,1
"MS1_sbs_0546_5455",546,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0546_5455_data_44.0625_-111.6875",-111.686969803,44.103443938,1636,120,1,1
"MS1_sbs_0547_5455",547,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-107.58616232,44.525334581,2440,265,10,0
"MS1_sbs_0548_5454",548,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0548_5454_data_43.9375_-112.9375",-112.879908593,43.9473675704,1786,201,5,1
"MS1_sbs_0549_5455",549,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-114.180347242,43.7663243035,2798,219,22,0
"MS1_sbs_0550_5454",550,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0550_5454_data_43.1875_-117.8125",-117.836147923,43.1863914792,1244,-1,0,1
"MS1_sbs_0551_5454",551,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-112.638757533,43.9505875996,1466,138,0,0
"MS1_sbs_0552_5454",552,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-107.69417851,44.4757097956,1621,299,7,0
"MS1_sbs_0553_5454",553,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0553_5454_data_43.1875_-118.0625",-118.041005886,43.1379917864,1244,-1,0,1
"MS1_sbs_0554_5454",554,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-109.031930052,44.3452346433,1776,312,6,0
"MS1_sbs_0555_5454",555,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0555_5454_data_43.3125_-116.6875",-116.737651088,43.3462111097,978,158,12,1
"MS1_sbs_0556_5455",556,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-113.92491091,43.7627443728,2386,320,1,0
"MS1_sbs_0557_5454",557,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0557_5454_data_44.6875_-104.9375",-104.984328273,44.6708560539,1299,19,4,1
"MS1_sbs_0558_5454",558,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0558_5454_data_43.3125_-117.1875",-117.154858734,43.2706428229,1313,261,4,1
"MS1_sbs_0559_5454",559,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-106.002031766,44.5937401302,1224,318,9,0
"MS1_sbs_0560_5454",560,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-109.478290791,44.2795748368,1945,292,2,0
"MS1_sbs_0561_5454",561,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-112.390448818,43.9490725746,1504,305,3,0
"MS1_sbs_0562_5454",562,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0562_5454_data_44.3125_-109.4375",-109.441721609,44.2794918555,2076,21,9,1
"MS1_sbs_0563_5454",563,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0563_5454_data_43.9375_-112.4375",-112.439344369,43.9200182104,1463,3,0,1
"MS1_sbs_0564_5454",564,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-106.664990754,44.5102686711,1351,90,14,0
"MS1_sbs_0565_5455",565,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-112.864824764,43.8626844811,1789,33,12,0
"MS1_sbs_0566_5454",566,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-104.923225473,44.6322079857,1249,136,4,0
"MS1_sbs_0567_5257",567,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-118.022275811,43.0804813265,1280,345,2,0
"MS1_sbs_0568_5454",568,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-107.788131319,44.4009205379,1393,219,5,0
"MS1_sbs_0569_5454",569,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0569_5454_data_44.3125_-109.0625",-109.061808539,44.2773416472,2050,83,5,1
"MS1_sbs_0570_5454",570,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0570_5454_data_43.8125_-113.0625",-113.078320246,43.8142409059,1574,70,7,1
"MS1_sbs_0571_5454",571,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-118.026483104,43.0665152183,1293,318,1,0
"MS1_sbs_0572_5257",572,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-115.557804386,43.4592286569,1476,322,7,0
"MS1_sbs_0573_5455",573,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0573_5455_data_43.8125_-113.1875",-113.133323278,43.7925636393,2383,105,40,1
"MS1_sbs_0574_5257",574,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-116.984880364,43.2259371792,1417,280,7,0
"MS1_sbs_0575_5454",575,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0575_5454_data_44.4375_-106.3125",-106.341803712,44.4873096073,1287,146,1,1
"MS1_sbs_0576_5454",576,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0576_5454_data_42.6875_-119.8125",-119.856153798,42.7124931761,1405,257,0,1
"MS1_sbs_0577_5454",577,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0577_5454_data_43.0625_-117.8125",-117.792770711,43.0660232296,1162,121,1,1
"MS1_sbs_0578_5455",578,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-113.224762522,43.7513034761,2197,124,16,0
"MS1_sbs_0579_5454",579,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-112.023340339,43.9002574191,1525,136,5,0
"MS1_sbs_0580_5257",580,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0580_5257_data_43.0625_-117.9375",-117.922197342,43.0346615822,1269,224,0,1
"MS1_sbs_0581_5454",581,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0581_5454_data_42.9375_-118.3125",-118.274914746,42.969061394,1404,302,24,1
"MS1_sbs_0582_5454",582,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0582_5454_data_44.4375_-106.8125",-106.871640627,44.4108569908,1686,9,5,1
"MS1_sbs_0583_5454",583,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-112.062302518,43.8802129401,1547,335,1,0
"MS1_sbs_0584_5257",584,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-114.308409699,43.5838060198,1811,291,19,0
"MS1_sbs_0585_5455",585,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-114.254214244,43.5900414433,1909,315,28,0
"MS1_sbs_0586_5454",586,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-106.738602119,44.4132861939,1505,315,1,0
"MS1_sbs_0587_5454",587,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0587_5454_data_44.4375_-106.5625",-106.563935361,44.4264864887,1391,257,7,1
"MS1_sbs_0588_5454",588,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-118.458245822,42.916414989,1899,68,11,0
"MS1_sbs_0589_5454",589,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0589_5454_data_43.8125_-112.5625",-112.578199282,43.7987636412,1461,158,0,1
"MS1_sbs_0590_5455",590,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-113.52599439,43.6735087297,2158,239,12,0
"MS1_sbs_0591_5454",591,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0591_5454_data_42.8125_-119.1875",-119.154032901,42.787337057,1468,97,14,1
"MS1_sbs_0592_5454",592,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0592_5454_data_42.5625_-120.3125",-120.300421537,42.5590020229,1468,279,11,1
"MS1_sbs_0593_5455",593,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-107.045876019,44.3604184608,2994,177,8,0
"MS1_sbs_0594_5455",594,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0594_5455_data_43.6875_-113.1875",-113.157976828,43.7054192121,1922,150,13,1
"MS1_sbs_0595_5454",595,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-112.8913679,43.7360421021,1465,46,0,0
"MS1_sbs_0596_5454",596,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-112.05967813,43.8387909122,1498,-1,0,0
"MS1_sbs_0597_5454",597,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-117.229094677,43.0959368959,1344,59,6,0
"MS1_sbs_0598_5454",598,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0598_5454_data_42.6875_-119.3125",-119.271759623,42.7349851481,1419,162,4,1
"MS1_sbs_0599_5454",599,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-118.237741062,42.9183585471,1307,323,3,0
"MS1_sbs_0600_5454",600,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-112.769595917,43.741332606,1461,48,0,0
"MS1_sbs_0601_5454",601,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-108.628491932,44.2040015113,1568,137,2,0
"MS1_sbs_0602_5455",602,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0602_5455_data_43.9375_-111.3125",-111.263227872,43.9248583746,1772,163,33,1
"MS1_sbs_0603_5454",603,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0603_5454_data_43.1875_-116.6875",-116.721952747,43.16958483,1444,94,7,1
"MS1_sbs_0604_5455",604,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-113.513054483,43.6396930814,2156,192,21,0
"MS1_sbs_0605_5455",605,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0605_5455_data_43.5625_-114.1875",-114.193325145,43.545985998,2213,150,29,1
"MS1_sbs_0606_5454",606,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0606_5454_data_42.9375_-117.6875",-117.737377965,42.9965241327,1099,117,3,1
"MS1_sbs_0607_5455",607,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0607_5455_data_43.5625_-114.4375",-114.43881292,43.5043242351,2385,174,31,1
"MS1_sbs_0608_5257",608,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0608_5257_data_42.8125_-118.9375",-118.982963883,42.7747523065,1396,202,0,1
"MS1_sbs_0609_5454",609,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0609_5454_data_42.8125_-118.8125",-118.809602435,42.8057561043,1503,315,2,1
"MS1_sbs_0610_5257",610,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0610_5257_data_44.1875_-108.4375",-108.422680827,44.2104715665,1411,19,5,1
"MS1_sbs_0611_5454",611,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0611_5454_data_44.1875_-109.0625",-109.042180594,44.1483257732,1954,31,13,1
"MS1_sbs_0612_5454",612,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-104.920313355,44.4809137258,1297,37,2,0
"MS1_sbs_0613_5454",613,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-109.12047351,44.1134007788,2069,55,1,0
"MS1_sbs_0614_5455",614,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-113.488990753,43.6024498159,1695,201,5,0
"MS1_sbs_0615_5257",615,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-118.546093832,42.8137202067,1995,74,9,0
"MS1_sbs_0616_5455",616,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-113.214638759,43.6279962938,1893,112,24,0
"MS1_sbs_0617_5455",617,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-110.273526406,43.9796794036,2358,287,5,0
"MS1_sbs_0618_5455",618,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-114.130980038,43.5018458627,1933,77,19,0
"MS1_sbs_0619_5454",619,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-108.255157976,44.1767124788,1392,247,1,0
"MS1_sbs_0620_5257",620,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-113.358361228,43.600758446,1629,163,0,0
"MS1_sbs_0621_5454",621,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0621_5454_data_42.6875_-119.4375",-119.484903855,42.6306620993,1563,25,3,1
"MS1_sbs_0622_5454",622,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-107.785315587,44.2172510162,1338,75,8,0
"MS1_sbs_0623_5455",623,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-116.925452679,43.0706959108,1575,332,8,0
"MS1_sbs_0624_5455",624,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0624_5455_data_43.4375_-114.1875",-114.143768085,43.4858293634,2029,318,17,1
"MS1_sbs_0625_5454",625,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0625_5454_data_42.8125_-118.1875",-118.233115445,42.8451857415,1655,34,3,1
"MS1_sbs_0626_5455",626,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0626_5455_data_43.4375_-114.5625",-114.540374381,43.4230465662,1971,255,7,1
"MS1_sbs_0627_5454",627,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-112.920375044,43.6394112004,1481,127,0,0
"MS1_sbs_0628_5454",628,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0628_5454_data_43.4375_-114.4375",-114.410541243,43.4297237124,1677,307,17,1
"MS1_sbs_0629_5454",629,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-105.299900564,44.3883584601,1299,311,6,0
"MS1_sbs_0630_5455",630,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0630_5455_data_43.8125_-111.3125",-111.34927093,43.8186388869,2205,312,18,1
"MS1_sbs_0631_5455",631,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-114.189270241,43.4531965991,1901,295,32,0
"MS1_sbs_0632_5454",632,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0632_5454_data_43.5625_-113.5625",-113.533059685,43.5410244581,1683,287,5,1
"MS1_sbs_0633_5455",633,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0633_5455_data_42.4375_-120.1875",-120.156620823,42.447444645,1854,112,2,1
"MS1_sbs_0634_5454",634,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-113.220623094,43.5605241158,1598,224,1,0
"MS1_sbs_0635_5257",635,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-115.270113509,43.2665690859,1640,84,3,0
"MS1_sbs_0636_5455",636,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-113.751192254,43.4830416607,1951,3,23,0
"MS1_sbs_0637_5454",637,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-108.289256227,44.1054355396,1381,234,2,0
"MS1_sbs_0638_5455",638,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0638_5455_data_44.0625_-109.3125",-109.261795937,44.0074410264,2663,186,27,1
"MS1_sbs_0639_5257",639,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0639_5257_data_43.3125_-115.0625",-115.048786078,43.2896898308,1547,237,0,1
"MS1_sbs_0640_5454",640,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-113.202517863,43.5459711331,1599,-1,0,0
"MS1_sbs_0641_5454",641,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0641_5454_data_44.0625_-108.8125",-108.868438464,44.0396395646,1993,91,24,1
"MS1_sbs_0642_5454",642,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0642_5454_data_42.9375_-117.1875",-117.172040682,42.9486359215,1417,135,1,1
"MS1_sbs_0643_5257",643,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0643_5257_data_42.5625_-119.0625",-119.058313984,42.6221032368,1388,-1,0,1
"MS1_sbs_0644_5454",644,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-108.730890478,44.0459302051,1753,252,12,0
"MS1_sbs_0645_5454",645,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-104.637653601,44.372758356,1338,199,14,0
"MS1_sbs_0646_5454",646,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-104.694270648,44.3650104835,1319,26,6,0
"MS1_sbs_0647_5454",647,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0647_5454_data_42.6875_-118.4375",-118.41590494,42.7263869889,1401,252,10,1
"MS1_sbs_0648_5454",648,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-105.623924868,44.2897811947,1458,56,3,0
"MS1_sbs_0649_5454",649,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-116.6054749,43.0201752108,1486,161,30,0
"MS1_sbs_0650_5454",650,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0650_5454_data_42.9375_-117.4375",-117.433559645,42.8846525416,1254,352,3,1
