"Label","site_id","Ecosystem","GAP_No","WeatherFolder","X_WGS84","Y_WGS84","ELEV_m","ASPECT","SLOPE","Include_YN"
"MS1_sbs_0651_5454",651,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-105.160912777,44.3201199544,1302,161,4,0
"MS1_sbs_0652_5454",652,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-105.62238048,44.2869170875,1476,359,7,0
"MS1_sbs_0653_5257",653,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0653_5257_data_42.6875_-118.1875",-118.244952736,42.7423955857,1422,79,2,1
"MS1_sbs_0654_5454",654,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-114.123246379,43.3822181215,1821,255,7,0
"MS1_sbs_0655_5454",655,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0655_5454_data_44.3125_-104.3125",-104.324026699,44.3679073509,1462,6,3,1
"MS1_sbs_0656_5454",656,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-119.087414219,42.587258595,1388,-1,0,0
"MS1_sbs_0657_5454",657,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0657_5454_data_42.9375_-117.0625",-117.057992979,42.936519579,1361,247,3,1
"MS1_sbs_0658_5454",658,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0658_5454_data_43.3125_-114.3125",-114.325594982,43.3428841761,1500,106,2,1
"MS1_sbs_0659_5454",659,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0659_5454_data_42.4375_-119.9375",-119.946239891,42.4162808222,1530,73,2,1
"MS1_sbs_0660_5454",660,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0660_5454_data_42.4375_-119.4375",-119.490488371,42.4998185006,1565,318,1,1
"MS1_sbs_0661_5257",661,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-121.727594855,42.0619724913,1421,256,14,0
"MS1_sbs_0662_5454",662,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0662_5454_data_43.4375_-113.1875",-113.174463617,43.4876456992,1588,192,2,1
"MS1_sbs_0663_5454",663,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0663_5454_data_44.0625_-107.6875",-107.646616478,44.0928789445,1338,325,7,1
"MS1_sbs_0664_5257",664,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0664_5257_data_42.8125_-117.9375",-117.964383117,42.7579677227,1381,104,5,1
"MS1_sbs_0665_5454",665,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-106.168067864,44.2104587431,1227,70,11,0
"MS1_sbs_0666_5455",666,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0666_5455_data_43.9375_-108.9375",-108.938461183,43.9657191169,2137,325,9,1
"MS1_sbs_0667_5454",667,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-113.209528925,43.4720900181,1677,304,2,0
"MS1_sbs_0668_5454",668,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-104.858649431,44.2946696479,1278,196,1,0
"MS1_sbs_0669_5454",669,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-105.854955649,44.2211293727,1455,14,5,0
"MS1_sbs_0670_5454",670,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0670_5454_data_42.9375_-116.9375",-116.890016062,42.9138170674,1524,331,4,1
"MS1_sbs_0671_5454",671,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-117.969593674,42.7283931716,1292,352,3,0
"MS1_sbs_0672_5454",672,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0672_5454_data_42.4375_-119.3125",-119.324698675,42.4879389243,1464,54,3,1
"MS1_sbs_0673_5454",673,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-105.255149092,44.2500264119,1432,27,3,0
"MS1_sbs_0674_5454",674,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0674_5454_data_43.9375_-108.5625",-108.592205671,43.9707633892,1650,66,11,1
"MS1_sbs_0675_5454",675,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0675_5454_data_43.5625_-112.5625",-112.613247552,43.5224048495,1630,255,1,1
"MS1_sbs_0676_5454",676,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-104.87929708,44.2673364984,1303,116,1,0
"MS1_sbs_0677_5454",677,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-116.933730475,42.8910273091,1562,192,4,0
"MS1_sbs_0678_5257",678,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-114.731502176,43.2249354874,1767,229,3,0
"MS1_sbs_0679_5454",679,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0679_5454_data_43.4375_-112.8125",-112.76728572,43.4884971801,1583,262,2,1
"MS1_sbs_0680_5454",680,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-111.62846854,43.6262139542,1903,234,27,0
"MS1_sbs_0681_5454",681,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0681_5454_data_44.0625_-107.5625",-107.516373059,44.0441238369,1368,285,6,1
"MS1_sbs_0682_5454",682,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0682_5454_data_43.4375_-113.3125",-113.253233565,43.4116621732,1674,241,2,1
"MS1_sbs_0683_5454",683,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0683_5454_data_43.3125_-114.1875",-114.157325058,43.2816756465,1977,290,19,1
"MS1_sbs_0684_5257",684,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0684_5257_data_42.6875_-118.0625",-118.031572542,42.6719654181,1243,81,2,1
"MS1_sbs_0685_5257",685,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-117.999691444,42.6669682043,1219,82,1,0
"MS1_sbs_0686_5455",686,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-107.124212434,44.042786737,2574,340,8,0
"MS1_sbs_0687_5257",687,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-118.204280605,42.6214237738,1313,107,1,0
"MS1_sbs_0688_5454",688,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-117.852770593,42.6805462912,1182,206,1,0
"MS1_sbs_0689_5257",689,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-114.411801575,43.2096743231,1501,76,8,0
"MS1_sbs_0690_5454",690,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-104.759171429,44.1931523472,1319,43,4,0
"MS1_sbs_0691_5455",691,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0691_5455_data_42.8125_-116.6875",-116.625914593,42.8554950987,1613,145,1,1
"MS1_sbs_0692_5454",692,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-112.735280328,43.4139934011,1520,52,2,0
"MS1_sbs_0693_5455",693,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0693_5455_data_43.8125_-108.8125",-108.874120942,43.8504082445,2227,304,21,1
"MS1_sbs_0694_5257",694,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0694_5257_data_43.1875_-114.1875",-114.146274056,43.2219274777,1422,20,3,1
"MS1_sbs_0695_5257",695,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-118.941965955,42.4537255625,1389,-1,0,0
"MS1_sbs_0696_5454",696,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-107.583785924,43.964777252,1462,284,10,0
"MS1_sbs_0697_5454",697,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0697_5454_data_42.4375_-119.1875",-119.220743251,42.4018299117,1660,356,1,1
"MS1_sbs_0698_5454",698,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-111.435230023,43.5668890714,1620,264,4,0
"MS1_sbs_0699_5257",699,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0699_5257_data_43.0625_-115.1875",-115.24330098,43.0585791571,1107,159,1,1
"MS1_sbs_0700_5455",700,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0700_5455_data_44.0625_-106.9375",-106.962042929,44.0151765367,2471,191,6,1
"MS1_sbs_0701_5454",701,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0701_5454_data_42.6875_-117.4375",-117.420030565,42.7084258309,1365,-1,0,1
"MS1_sbs_0702_5454",702,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-105.645291432,44.107524633,1494,46,4,0
"MS1_sbs_0703_5454",703,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-113.293914581,43.321838268,1639,51,2,0
"MS1_sbs_0704_5454",704,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0704_5454_data_44.0625_-105.4375",-105.424135344,44.1231852781,1406,353,2,1
"MS1_sbs_0705_5454",705,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0705_5454_data_43.3125_-113.6875",-113.652249829,43.2706454714,1547,278,2,1
"MS1_sbs_0706_5455",706,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-116.977340074,42.7711067597,1901,45,24,0
"MS1_sbs_0707_5454",707,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-113.055799303,43.3456365526,1594,318,1,0
"MS1_sbs_0708_5455",708,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-107.126848448,43.9667195844,2359,266,6,0
"MS1_sbs_0709_5455",709,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-116.891098441,42.7634335364,1879,116,14,0
"MS1_sbs_0710_5454",710,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0710_5454_data_42.4375_-119.0625",-119.057729686,42.3880508006,1517,135,2,1
"MS1_sbs_0711_5454",711,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0711_5454_data_44.0625_-105.1875",-105.167333884,44.1103946204,1326,56,2,1
"MS1_sbs_0712_5454",712,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0712_5454_data_43.3125_-113.0625",-113.031047769,43.3177494092,1642,232,2,1
"MS1_sbs_0713_5454",713,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0713_5454_data_43.9375_-106.6875",-106.728221259,43.9753537688,1513,178,3,1
"MS1_sbs_0714_5454",714,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0714_5454_data_43.3125_-112.4375",-112.465354507,43.3747199687,1481,155,0,1
"MS1_sbs_0715_5454",715,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-117.655199453,42.6074591403,1232,311,1,0
"MS1_sbs_0716_5454",716,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-106.208083256,44.0062993153,1323,221,5,0
"MS1_sbs_0717_5257",717,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0717_5257_data_42.4375_-118.9375",-118.882112681,42.381317617,1393,321,1,1
"MS1_sbs_0718_5454",718,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-106.590339802,43.9678086924,1559,8,5,0
"MS1_sbs_0719_5454",719,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0719_5454_data_44.0625_-104.8125",-104.820812252,44.0974475506,1374,356,4,1
"MS1_sbs_0720_5454",720,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-117.42994208,42.6318629982,1363,294,1,0
"MS1_sbs_0721_5454",721,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0721_5454_data_44.0625_-104.9375",-104.917363581,44.0880063736,1417,19,7,1
"MS1_sbs_0722_5257",722,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-115.979426559,42.8563913023,860,135,5,0
"MS1_sbs_0723_5257",723,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0723_5257_data_43.0625_-114.6875",-114.72881715,43.0409826357,1143,145,1,1
"MS1_sbs_0724_5454",724,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-111.403658497,43.4777408432,1733,239,4,0
"MS1_sbs_0725_5454",725,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0725_5454_data_44.0625_-105.8125",-105.799578954,44.0139610181,1465,2,3,1
"MS1_sbs_0726_5455",726,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-107.237281003,43.8966846465,1816,285,4,0
"MS1_sbs_0727_5257",727,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0727_5257_data_42.9375_-114.9375",-114.994880617,42.9958474924,1093,182,1,1
"MS1_sbs_0728_5257",728,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-118.238722353,42.4675617284,1260,26,0,0
"MS1_sbs_0729_5454",729,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-108.248033349,43.7962498205,1359,314,2,0
"MS1_sbs_0730_5454",730,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-111.822318231,43.4058520848,1795,147,3,0
"MS1_sbs_0731_5454",731,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-104.574341039,44.0739217488,1283,318,2,0
"MS1_sbs_0732_5454",732,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-119.366170688,42.2427183311,1769,335,1,0
"MS1_sbs_0733_5257",733,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-113.895903509,43.1207901182,1421,199,1,0
"MS1_sbs_0734_5454",734,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0734_5454_data_42.5625_-117.8125",-117.780589605,42.5200377901,1494,40,4,1
"MS1_sbs_0735_5454",735,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-113.113260926,43.2182047059,1574,-1,0,0
"MS1_sbs_0736_5454",736,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-111.260110631,43.4469474523,1787,258,21,0
"MS1_sbs_0737_5454",737,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0737_5454_data_43.0625_-113.8125",-113.82316134,43.1196062057,1428,157,1,1
"MS1_sbs_0738_5257",738,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0738_5257_data_43.0625_-114.4375",-114.376644505,43.0405857207,1306,216,1,1
"MS1_sbs_0739_5454",739,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-112.960602656,43.2322213359,1537,64,1,0
"MS1_sbs_0740_5455",740,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-107.071129345,43.8614569362,2429,100,6,0
"MS1_sbs_0741_5454",741,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-119.041651376,42.2790269369,1497,313,20,0
"MS1_sbs_0742_5455",742,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-111.463537136,43.4107475925,1972,256,27,0
"MS1_sbs_0743_5455",743,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0743_5455_data_42.1875_-119.6875",-119.65789444,42.1587903724,1837,190,0,1
"MS1_sbs_0744_5454",744,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-113.245144199,43.1728976173,1518,274,0,0
"MS1_sbs_0745_5257",745,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0745_5257_data_43.0625_-113.6875",-113.735193037,43.1062529753,1385,170,1,1
"MS1_sbs_0746_5454",746,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0746_5454_data_43.8125_-107.3125",-107.36289098,43.8149461575,1470,137,4,1
"MS1_sbs_0747_5454",747,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0747_5454_data_41.8125_-121.1875",-121.132430149,41.8633625229,1376,281,1,1
"MS1_sbs_0748_5454",748,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-106.042794969,43.9150896243,1451,328,4,0
"MS1_sbs_0749_5455",749,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,NA,-116.747827242,42.6477994015,1984,194,9,0
"MS1_sbs_0750_5454",750,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0750_5454_data_43.9375_-105.0625",-105.111002432,43.9807626559,1425,175,4,1
"MS1_sbs_0751_5454",751,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-119.1348933,42.2358320865,1586,343,0,0
"MS1_sbs_0752_5454",752,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0752_5454_data_44.0625_-104.5625",-104.576011748,44.0095203367,1258,133,0,1
"MS1_sbs_0753_5454",753,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0753_5454_data_43.1875_-113.0625",-113.0316992,43.1816947208,1554,125,1,1
"MS1_sbs_0754_5454",754,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-104.694322269,43.9972032168,1343,72,3,0
"MS1_sbs_0755_5257",755,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-114.181101906,43.0186952141,1290,236,3,0
"MS1_sbs_0756_5454",756,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-112.812529106,43.1977013553,1430,237,1,0
"MS1_sbs_0757_5257",757,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-118.972756775,42.2356779217,1528,104,5,0
"MS1_sbs_0758_5454",758,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-104.440321958,43.9944801464,1296,238,2,0
"MS1_sbs_0759_5454",759,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0759_5454_data_43.6875_-108.8125",-108.785610688,43.6376238894,2298,76,2,1
"MS1_sbs_0760_5454",760,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-108.076045947,43.7012774147,1430,357,3,0
"MS1_sbs_0761_5454",761,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-117.963128021,42.3967194861,1402,328,2,0
"MS1_sbs_0762_5257",762,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-119.988135472,42.0302280491,1527,9,9,0
"MS1_sbs_0763_5454",763,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-119.393507496,42.1331371633,1792,19,2,0
"MS1_sbs_0764_5454",764,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0764_5454_data_43.9375_-105.4375",-105.437607165,43.8997222401,1431,109,1,1
"MS1_sbs_0765_5257",765,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0765_5257_data_42.4375_-117.9375",-117.966403061,42.3834758286,1461,81,11,1
"MS1_sbs_0766_5454",766,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0766_5454_data_42.6875_-116.1875",-116.141387304,42.6814926556,1490,140,3,1
"MS1_sbs_0767_5257",767,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-113.851385031,43.0186681425,1360,269,0,0
"MS1_sbs_0768_5454",768,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0768_5454_data_43.0625_-113.0625",-113.064932976,43.123275313,1574,141,3,1
"MS1_sbs_0769_5454",769,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0769_5454_data_43.8125_-106.4375",-106.397953863,43.8234537991,1447,177,3,1
"MS1_sbs_0770_5454",770,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-116.119263802,42.6767238335,1483,48,3,0
"MS1_sbs_0771_5454",771,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-109.313911672,43.5519276805,2637,254,20,0
"MS1_sbs_0772_5454",772,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0772_5454_data_43.8125_-105.6875",-105.699181506,43.8661588026,1520,56,1,1
"MS1_sbs_0773_5454",773,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-119.206693438,42.1475418922,1796,311,26,0
"MS1_sbs_0774_5454",774,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0774_5454_data_43.8125_-106.0625",-106.106799991,43.833386788,1435,263,11,1
"MS1_sbs_0775_5454",775,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-108.038291252,43.6667973094,1530,338,5,0
"MS1_sbs_0776_5454",776,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0776_5454_data_43.6875_-107.8125",-107.797436406,43.676183535,1524,65,6,1
"MS1_sbs_0777_5454",777,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-104.540071669,43.9275768034,1293,81,3,0
"MS1_sbs_0778_5454",778,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0778_5454_data_43.9375_-104.9375",-104.916373095,43.9024426011,1406,209,1,1
"MS1_sbs_0779_5454",779,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-108.017575716,43.649723562,1809,43,10,0
"MS1_sbs_0780_5454",780,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0780_5454_data_43.6875_-106.9375",-106.899434108,43.7433952664,1839,241,8,1
"MS1_sbs_0781_5257",781,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0781_5257_data_42.9375_-114.4375",-114.410186734,42.896798588,1249,20,5,1
"MS1_sbs_0782_5454",782,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0782_5454_data_43.5625_-109.4375",-109.403415359,43.5072352601,2307,13,6,1
"MS1_sbs_0783_5257",783,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0783_5257_data_42.8125_-115.3125",-115.332621786,42.7532609978,955,359,6,1
"MS1_sbs_0784_5257",784,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,NA,-116.536918388,42.5657715252,1751,211,0,0
"MS1_sbs_0785_5455",785,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0785_5455_data_42.0625_-119.6875",-119.716359841,42.010028305,2040,120,9,1
"MS1_sbs_0786_5455",786,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0786_5455_data_43.4375_-110.1875",-110.172296461,43.4155778559,2499,139,2,1
"MS1_sbs_0787_5454",787,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-106.960965392,43.7233969211,1791,120,7,0
"MS1_sbs_0788_5454",788,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-118.142683298,42.2857040215,1611,33,11,0
"MS1_sbs_0789_5257",789,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0789_5257_data_42.9375_-114.0625",-114.034719889,42.9284341445,1289,-1,0,1
"MS1_sbs_0790_5454",790,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0790_5454_data_42.6875_-115.6875",-115.637154953,42.6914965097,1129,28,1,1
"MS1_sbs_0791_5257",791,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0791_5257_data_42.9375_-114.1875",-114.187223768,42.901858654,1252,199,1,1
"MS1_sbs_0792_5455",792,"Inter-Mountain Basins Montane Sagebrush Steppe",5455,"MS1_sbs_0792_5455_data_43.6875_-107.0625",-107.112034537,43.6896059934,2306,215,7,1
"MS1_sbs_0793_5454",793,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-118.219791229,42.2554494637,1672,257,10,0
"MS1_sbs_0794_5257",794,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0794_5257_data_41.9375_-119.8125",-119.789640182,41.9663758579,1438,93,1,1
"MS1_sbs_0795_5454",795,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0795_5454_data_43.5625_-108.4375",-108.387195712,43.5660208032,1713,232,16,1
"MS1_sbs_0796_5257",796,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0796_5257_data_42.4375_-117.4375",-117.404593939,42.3877677292,1544,86,1,1
"MS1_sbs_0797_5454",797,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-105.93224917,43.7598548174,1526,315,1,0
"MS1_sbs_0798_5454",798,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0798_5454_data_42.4375_-117.3125",-117.274760521,42.3924008794,1584,58,3,1
"MS1_sbs_0799_5257",799,"Inter-Mountain Basins Big Sagebrush Shrubland",5257,"MS1_sbs_0799_5257_data_41.9375_-119.9375",-119.899670372,41.9226429065,1746,196,2,1
"MS1_sbs_0800_5454",800,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-117.821307196,42.2959555739,1654,77,4,0
"MS1_sbs_0801_5454",801,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-106.174428298,43.7316320256,1409,196,2,0
"MS1_sbs_0802_5454",802,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0802_5454_data_42.0625_-118.9375",-118.918744846,42.0926705803,1682,260,21,1
"MS1_sbs_0803_5454",803,"Inter-Mountain Basins Big Sagebrush Steppe",5454,"MS1_sbs_0803_5454_data_42.0625_-119.0625",-119.091184434,42.0575209384,1855,243,6,1
"MS1_sbs_0804_5454",804,"Inter-Mountain Basins Big Sagebrush Steppe",5454,NA,-106.510927675,43.6940974191,1409,283,3,0
